"Category ID","Category Name","Attribute ID",Option
1,"BEDROOM > BEDROOM SETS",color,White
1,"BEDROOM > BEDROOM SETS",color,Black
1,"BEDROOM > BEDROOM SETS",color,Orange
1,"BEDROOM > BEDROOM SETS",color,Maroon
1,"BEDROOM > BEDROOM SETS",color,Red
1,"BEDROOM > BEDROOM SETS",color,Yellow
1,"BEDROOM > BEDROOM SETS",color,"Lime green"
1,"BEDROOM > BEDROOM SETS",color,Salmon
1,"BEDROOM > BEDROOM SETS",color,Green
1,"BEDROOM > BEDROOM SETS",color,"Sky blue"
1,"BEDROOM > BEDROOM SETS",color,Crimson
1,"BEDROOM > BEDROOM SETS",color,Aqua
1,"BEDROOM > BEDROOM SETS",color,Grey
1,"BEDROOM > BEDROOM SETS",color,Purple
1,"BEDROOM > BEDROOM SETS",color,Mustard
1,"BEDROOM > BEDROOM SETS",color,Peach
1,"BEDROOM > BEDROOM SETS",color,Violet
1,"BEDROOM > BEDROOM SETS",color,Magenta
1,"BEDROOM > BEDROOM SETS",color,Coral
1,"BEDROOM > BEDROOM SETS",color,Saffron
1,"BEDROOM > BEDROOM SETS",color,Brown
1,"BEDROOM > BEDROOM SETS",color,Pink
1,"BEDROOM > BEDROOM SETS",color,Tan
1,"BEDROOM > BEDROOM SETS",color,Teal
1,"BEDROOM > BEDROOM SETS",color,"Navy Blue"
1,"BEDROOM > BEDROOM SETS",color,Turquoise
1,"BEDROOM > BEDROOM SETS",color,Lavender
1,"BEDROOM > BEDROOM SETS",color,Beige
1,"BEDROOM > BEDROOM SETS",color,"Lemon yellow"
1,"BEDROOM > BEDROOM SETS",color,"Grape vine"
1,"BEDROOM > BEDROOM SETS",color,Indigo
1,"BEDROOM > BEDROOM SETS",color,Fuchsia
1,"BEDROOM > BEDROOM SETS",color,Amber
1,"BEDROOM > BEDROOM SETS",color,"Sea green"
1,"BEDROOM > BEDROOM SETS",color,"Dark green"
1,"BEDROOM > BEDROOM SETS",color,Burgundy
1,"BEDROOM > BEDROOM SETS",color,Charcoal
1,"BEDROOM > BEDROOM SETS",color,Bronze
1,"BEDROOM > BEDROOM SETS",color,Cream
1,"BEDROOM > BEDROOM SETS",color,Mauve
1,"BEDROOM > BEDROOM SETS",color,Olive
1,"BEDROOM > BEDROOM SETS",color,Cyan
1,"BEDROOM > BEDROOM SETS",color,Silver
1,"BEDROOM > BEDROOM SETS",color,Rust
1,"BEDROOM > BEDROOM SETS",color,Ruby
1,"BEDROOM > BEDROOM SETS",color,Azure
1,"BEDROOM > BEDROOM SETS",color,Mint
1,"BEDROOM > BEDROOM SETS",color,Pearl
1,"BEDROOM > BEDROOM SETS",color,Ivory
1,"BEDROOM > BEDROOM SETS",color,Tangerine
1,"BEDROOM > BEDROOM SETS",color,"Cherry red"
1,"BEDROOM > BEDROOM SETS",color,Garnet
1,"BEDROOM > BEDROOM SETS",color,Emerald
1,"BEDROOM > BEDROOM SETS",color,Sapphire
1,"BEDROOM > BEDROOM SETS",material,Plastic
1,"BEDROOM > BEDROOM SETS",material,Metals
1,"BEDROOM > BEDROOM SETS",material,Wood
1,"BEDROOM > BEDROOM SETS",material,Paper
1,"BEDROOM > BEDROOM SETS",material,"Natural Textiles"
1,"BEDROOM > BEDROOM SETS",material,"Synthetic Textiles"
1,"BEDROOM > BEDROOM SETS",material,Leather
1,"BEDROOM > BEDROOM SETS",material,Fibers
1,"BEDROOM > BEDROOM SETS",design,modern
1,"BEDROOM > BEDROOM SETS",design,contemporary
1,"BEDROOM > BEDROOM SETS",design,natural
1,"BEDROOM > BEDROOM SETS",design,regular
2,"BEDROOM > BEDS",color,White
2,"BEDROOM > BEDS",color,Black
2,"BEDROOM > BEDS",color,Orange
2,"BEDROOM > BEDS",color,Maroon
2,"BEDROOM > BEDS",color,Red
2,"BEDROOM > BEDS",color,Yellow
2,"BEDROOM > BEDS",color,"Lime green"
2,"BEDROOM > BEDS",color,Salmon
2,"BEDROOM > BEDS",color,Green
2,"BEDROOM > BEDS",color,"Sky blue"
2,"BEDROOM > BEDS",color,Crimson
2,"BEDROOM > BEDS",color,Aqua
2,"BEDROOM > BEDS",color,Grey
2,"BEDROOM > BEDS",color,Purple
2,"BEDROOM > BEDS",color,Mustard
2,"BEDROOM > BEDS",color,Peach
2,"BEDROOM > BEDS",color,Violet
2,"BEDROOM > BEDS",color,Magenta
2,"BEDROOM > BEDS",color,Coral
2,"BEDROOM > BEDS",color,Saffron
2,"BEDROOM > BEDS",color,Brown
2,"BEDROOM > BEDS",color,Pink
2,"BEDROOM > BEDS",color,Tan
2,"BEDROOM > BEDS",color,Teal
2,"BEDROOM > BEDS",color,"Navy Blue"
2,"BEDROOM > BEDS",color,Turquoise
2,"BEDROOM > BEDS",color,Lavender
2,"BEDROOM > BEDS",color,Beige
2,"BEDROOM > BEDS",color,"Lemon yellow"
2,"BEDROOM > BEDS",color,"Grape vine"
2,"BEDROOM > BEDS",color,Indigo
2,"BEDROOM > BEDS",color,Fuchsia
2,"BEDROOM > BEDS",color,Amber
2,"BEDROOM > BEDS",color,"Sea green"
2,"BEDROOM > BEDS",color,"Dark green"
2,"BEDROOM > BEDS",color,Burgundy
2,"BEDROOM > BEDS",color,Charcoal
2,"BEDROOM > BEDS",color,Bronze
2,"BEDROOM > BEDS",color,Cream
2,"BEDROOM > BEDS",color,Mauve
2,"BEDROOM > BEDS",color,Olive
2,"BEDROOM > BEDS",color,Cyan
2,"BEDROOM > BEDS",color,Silver
2,"BEDROOM > BEDS",color,Rust
2,"BEDROOM > BEDS",color,Ruby
2,"BEDROOM > BEDS",color,Azure
2,"BEDROOM > BEDS",color,Mint
2,"BEDROOM > BEDS",color,Pearl
2,"BEDROOM > BEDS",color,Ivory
2,"BEDROOM > BEDS",color,Tangerine
2,"BEDROOM > BEDS",color,"Cherry red"
2,"BEDROOM > BEDS",color,Garnet
2,"BEDROOM > BEDS",color,Emerald
2,"BEDROOM > BEDS",color,Sapphire
2,"BEDROOM > BEDS",material,Plastic
2,"BEDROOM > BEDS",material,Metals
2,"BEDROOM > BEDS",material,Wood
2,"BEDROOM > BEDS",material,Paper
2,"BEDROOM > BEDS",material,"Natural Textiles"
2,"BEDROOM > BEDS",material,"Synthetic Textiles"
2,"BEDROOM > BEDS",material,Leather
2,"BEDROOM > BEDS",material,Fibers
2,"BEDROOM > BEDS",design,modern
2,"BEDROOM > BEDS",design,contemporary
2,"BEDROOM > BEDS",design,natural
2,"BEDROOM > BEDS",design,regular
3,"BEDROOM > NIGHTSTAND",color,White
3,"BEDROOM > NIGHTSTAND",color,Black
3,"BEDROOM > NIGHTSTAND",color,Orange
3,"BEDROOM > NIGHTSTAND",color,Maroon
3,"BEDROOM > NIGHTSTAND",color,Red
3,"BEDROOM > NIGHTSTAND",color,Yellow
3,"BEDROOM > NIGHTSTAND",color,"Lime green"
3,"BEDROOM > NIGHTSTAND",color,Salmon
3,"BEDROOM > NIGHTSTAND",color,Green
3,"BEDROOM > NIGHTSTAND",color,"Sky blue"
3,"BEDROOM > NIGHTSTAND",color,Crimson
3,"BEDROOM > NIGHTSTAND",color,Aqua
3,"BEDROOM > NIGHTSTAND",color,Grey
3,"BEDROOM > NIGHTSTAND",color,Purple
3,"BEDROOM > NIGHTSTAND",color,Mustard
3,"BEDROOM > NIGHTSTAND",color,Peach
3,"BEDROOM > NIGHTSTAND",color,Violet
3,"BEDROOM > NIGHTSTAND",color,Magenta
3,"BEDROOM > NIGHTSTAND",color,Coral
3,"BEDROOM > NIGHTSTAND",color,Saffron
3,"BEDROOM > NIGHTSTAND",color,Brown
3,"BEDROOM > NIGHTSTAND",color,Pink
3,"BEDROOM > NIGHTSTAND",color,Tan
3,"BEDROOM > NIGHTSTAND",color,Teal
3,"BEDROOM > NIGHTSTAND",color,"Navy Blue"
3,"BEDROOM > NIGHTSTAND",color,Turquoise
3,"BEDROOM > NIGHTSTAND",color,Lavender
3,"BEDROOM > NIGHTSTAND",color,Beige
3,"BEDROOM > NIGHTSTAND",color,"Lemon yellow"
3,"BEDROOM > NIGHTSTAND",color,"Grape vine"
3,"BEDROOM > NIGHTSTAND",color,Indigo
3,"BEDROOM > NIGHTSTAND",color,Fuchsia
3,"BEDROOM > NIGHTSTAND",color,Amber
3,"BEDROOM > NIGHTSTAND",color,"Sea green"
3,"BEDROOM > NIGHTSTAND",color,"Dark green"
3,"BEDROOM > NIGHTSTAND",color,Burgundy
3,"BEDROOM > NIGHTSTAND",color,Charcoal
3,"BEDROOM > NIGHTSTAND",color,Bronze
3,"BEDROOM > NIGHTSTAND",color,Cream
3,"BEDROOM > NIGHTSTAND",color,Mauve
3,"BEDROOM > NIGHTSTAND",color,Olive
3,"BEDROOM > NIGHTSTAND",color,Cyan
3,"BEDROOM > NIGHTSTAND",color,Silver
3,"BEDROOM > NIGHTSTAND",color,Rust
3,"BEDROOM > NIGHTSTAND",color,Ruby
3,"BEDROOM > NIGHTSTAND",color,Azure
3,"BEDROOM > NIGHTSTAND",color,Mint
3,"BEDROOM > NIGHTSTAND",color,Pearl
3,"BEDROOM > NIGHTSTAND",color,Ivory
3,"BEDROOM > NIGHTSTAND",color,Tangerine
3,"BEDROOM > NIGHTSTAND",color,"Cherry red"
3,"BEDROOM > NIGHTSTAND",color,Garnet
3,"BEDROOM > NIGHTSTAND",color,Emerald
3,"BEDROOM > NIGHTSTAND",color,Sapphire
3,"BEDROOM > NIGHTSTAND",material,Plastic
3,"BEDROOM > NIGHTSTAND",material,Metals
3,"BEDROOM > NIGHTSTAND",material,Wood
3,"BEDROOM > NIGHTSTAND",material,Paper
3,"BEDROOM > NIGHTSTAND",material,"Natural Textiles"
3,"BEDROOM > NIGHTSTAND",material,"Synthetic Textiles"
3,"BEDROOM > NIGHTSTAND",material,Leather
3,"BEDROOM > NIGHTSTAND",material,Fibers
3,"BEDROOM > NIGHTSTAND",design,modern
3,"BEDROOM > NIGHTSTAND",design,contemporary
3,"BEDROOM > NIGHTSTAND",design,natural
3,"BEDROOM > NIGHTSTAND",design,regular
4,"BEDROOM > DRESSER",color,White
4,"BEDROOM > DRESSER",color,Black
4,"BEDROOM > DRESSER",color,Orange
4,"BEDROOM > DRESSER",color,Maroon
4,"BEDROOM > DRESSER",color,Red
4,"BEDROOM > DRESSER",color,Yellow
4,"BEDROOM > DRESSER",color,"Lime green"
4,"BEDROOM > DRESSER",color,Salmon
4,"BEDROOM > DRESSER",color,Green
4,"BEDROOM > DRESSER",color,"Sky blue"
4,"BEDROOM > DRESSER",color,Crimson
4,"BEDROOM > DRESSER",color,Aqua
4,"BEDROOM > DRESSER",color,Grey
4,"BEDROOM > DRESSER",color,Purple
4,"BEDROOM > DRESSER",color,Mustard
4,"BEDROOM > DRESSER",color,Peach
4,"BEDROOM > DRESSER",color,Violet
4,"BEDROOM > DRESSER",color,Magenta
4,"BEDROOM > DRESSER",color,Coral
4,"BEDROOM > DRESSER",color,Saffron
